,day,s,s,s,i,i,i,r,r,r,edgecount,edgecount,edgecount,suscedgecount,suscedgecount,suscedgecount,m
,,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,
0,1,498.25,499,495,1.55,4,0,0.2,1,0,0.9995510204081632,1.0,0.9961224489795918,0.9998466412468108,1.0,0.9985710596698034,10
1,2,497.05,499,490,2.65,9,0,0.3,1,0,0.9985408163265307,1.0,0.9893877551020408,0.9995251547364349,1.0,0.9966036893726438,10
2,3,494.4,499,479,5.05,19,0,0.55,3,0,0.9949591836734694,1.0,0.9712244897959184,0.998063715718206,1.0,0.9885153880676356,10
3,4,490.1,499,459,8.8,38,0,1.1,5,0,0.9848367346938776,1.0,0.8989795918367347,0.9932078535202681,1.0,0.9470395002471405,10
4,5,482.55,499,431,15.45,62,0,2.0,8,0,0.9703061224489795,1.0,0.8463265306122449,0.9852902829097161,1.0,0.9088587603307215,10
5,6,473.25,499,399,23.85,89,0,2.9,12,0,0.9540510204081633,1.0,0.8057142857142857,0.9755668248900873,1.0,0.8716229962705012,10
6,7,459.95,499,360,35.85,124,0,4.2,16,0,0.9258469387755103,1.0,0.7536734693877551,0.9557968965562639,1.0,0.8052896147309281,10
7,8,443.2,499,336,50.7,147,0,6.1,20,0,0.8958979591836735,1.0,0.7355102040816327,0.9319829371216418,1.0,0.7702585583988091,10
8,9,424.8,499,315,66.35,159,0,8.85,26,0,0.8686530612244898,1.0,0.7257142857142858,0.9072750868225261,1.0,0.7430256580676268,10
9,10,403.65,499,278,84.0,188,0,12.35,38,0,0.8445612244897959,1.0,0.7257142857142858,0.878267019601509,1.0,0.698351600530897,10
10,11,378.85,499,241,104.6,217,0,16.55,48,0,0.8218163265306122,1.0,0.7163265306122449,0.8408112382969921,1.0,0.6428125261614426,10
11,12,354.45,499,217,123.7,235,0,21.85,53,1,0.811969387755102,1.0,0.7022448979591837,0.8089353162178703,1.0,0.6252805149749079,10
12,13,329.5,499,187,141.85,251,0,28.65,62,1,0.8089387755102042,1.0,0.7112244897959183,0.7794334404293254,1.0,0.5997451322661395,10
13,14,306.9,499,166,158.05,265,0,35.05,79,1,0.8113979591836735,1.0,0.7261224489795919,0.7579236384123181,1.0,0.5931410723854168,10
14,15,283.4,499,145,174.2,285,0,42.4,91,1,0.8191020408163265,1.0,0.7316326530612245,0.7353722643349785,1.0,0.5733240938785389,10
15,16,261.85,499,128,186.45,295,0,51.7,105,1,0.8267755102040816,1.0,0.7259183673469388,0.7190651471769576,1.0,0.5539703717984926,10
16,17,243.2,499,117,196.85,291,0,59.95,115,1,0.8362448979591838,1.0,0.7222448979591837,0.7071694614221234,1.0,0.5682306770330745,10
17,18,224.65,499,107,205.8,284,0,69.55,124,1,0.8494183673469389,1.0,0.7018367346938775,0.6987890892934809,1.0,0.5748449907803141,10
18,19,209.4,499,95,212.15,288,0,78.45,139,1,0.8617551020408163,1.0,0.7008163265306122,0.6917497671286358,1.0,0.5827849509783928,10
19,20,194.65,499,82,218.4,291,0,86.95,150,1,0.8745510204081632,1.0,0.7106122448979592,0.686428206716734,1.0,0.5891418423786869,10
20,21,181.25,499,73,220.75,284,0,98.0,162,1,0.8905714285714286,1.0,0.743061224489796,0.6910857066528638,1.0,0.5994413869043591,10
21,22,168.7,499,65,222.85,282,0,108.45,169,1,0.9046530612244897,1.0,0.7720408163265307,0.6934495712234521,1.0,0.5870995086824807,10
22,23,158.15,499,59,223.9,282,0,117.95,177,1,0.9158571428571429,1.0,0.7826530612244897,0.6952462748529767,1.0,0.5875804920479925,10
23,24,148.25,499,47,224.85,287,0,126.9,191,1,0.9271224489795917,1.0,0.8089795918367347,0.699247772217065,1.0,0.5820609796831825,10
24,25,141.35,499,43,222.85,280,0,135.8,200,1,0.9355408163265306,1.0,0.8322448979591837,0.706540618853565,1.0,0.589152228248962,10
25,26,134.25,499,39,220.95,275,0,144.8,212,1,0.9441530612244898,1.0,0.8577551020408163,0.7136651305049533,1.0,0.5922397636242345,10
26,27,129.15,499,37,217.35,278,0,153.5,220,1,0.9513775510204082,1.0,0.8728571428571429,0.7235693545162538,1.0,0.5992879428351582,10
27,28,123.8,499,30,213.75,273,0,162.45,231,1,0.9572551020408163,1.0,0.8879591836734694,0.7291563029380921,1.0,0.612578204694812,10
28,29,119.0,499,26,210.45,275,0,170.55,241,1,0.9628673469387754,1.0,0.9010204081632653,0.736710515914568,1.0,0.6196533750606362,10
29,30,114.55,499,21,205.2,276,0,180.25,254,1,0.9679795918367347,1.0,0.9114285714285715,0.7463792636289044,1.0,0.6338039288732775,10
30,31,110.9,499,17,199.85,273,0,189.25,265,1,0.9722142857142858,1.0,0.923265306122449,0.755202758936319,1.0,0.6304927405111229,10
31,32,107.1,499,17,195.55,272,0,197.35,270,1,0.9761122448979591,1.0,0.9353061224489796,0.7626225722598934,1.0,0.6347997940434914,10
32,33,104.45,499,14,190.1,273,0,205.45,282,1,0.9790714285714286,1.0,0.9404081632653061,0.7748810282185411,1.0,0.633649785313872,10
33,34,101.45,499,13,185.75,269,0,212.8,286,1,0.982030612244898,1.0,0.9514285714285714,0.7834971298128857,1.0,0.6308682698821106,10
34,35,98.45,499,9,181.3,265,0,220.25,293,1,0.9849387755102041,1.0,0.9583673469387755,0.7966625004384407,1.0,0.6666268670752171,10
35,36,96.3,499,7,177.15,261,0,226.55,299,1,0.9868571428571429,1.0,0.9628571428571429,0.8050709683799171,1.0,0.7003389833659441,10
36,37,94.1,499,6,172.7,259,0,233.2,310,1,0.9888673469387756,1.0,0.9663265306122449,0.8153703393152523,1.0,0.7016447262415004,10
37,38,92.45,499,6,168.2,253,0,239.35,317,1,0.9903571428571428,1.0,0.9695918367346938,0.8232409164525466,1.0,0.7031525419025418,10
38,39,90.85,499,5,163.95,249,0,245.2,329,1,0.9916530612244898,1.0,0.973265306122449,0.8325173061469023,1.0,0.7128312164026448,10
39,40,89.9,499,5,158.8,244,0,251.3,335,1,0.9924183673469388,1.0,0.9734693877551021,0.8389196388407804,1.0,0.723028668862002,10
40,41,88.65,499,5,153.65,243,0,257.7,340,1,0.9934591836734693,1.0,0.976326530612245,0.8470631879979782,1.0,0.7218115218115218,10
41,42,87.45,499,5,148.3,237,0,264.25,346,1,0.9943061224489795,1.0,0.9785714285714285,0.8544594564908994,1.0,0.7218115218115218,10
42,43,86.65,499,5,142.45,230,0,270.9,354,1,0.9949183673469388,1.0,0.9814285714285714,0.8610170926730868,1.0,0.7218115218115218,10
43,44,85.6,499,5,137.35,223,0,277.05,359,1,0.9956632653061224,1.0,0.9853061224489796,0.8687906570794521,1.0,0.7250194250194251,10
44,45,84.6,499,4,133.15,216,0,282.25,367,1,0.9962448979591837,1.0,0.9875510204081632,0.8744954746591258,1.0,0.7254079254079253,10
45,46,83.85,499,3,128.15,207,0,288.0,370,1,0.9968061224489796,1.0,0.9895918367346939,0.8821669941167141,1.0,0.7400932400932401,10
46,47,83.4,499,2,123.15,197,0,293.45,377,1,0.9971938775510203,1.0,0.9910204081632653,0.8892337424948981,1.0,0.7593240093240093,10
47,48,83.05,499,2,118.9,189,0,298.05,382,1,0.9974693877551021,1.0,0.9920408163265306,0.8961382832946286,1.0,0.7801573426573427,10
48,49,82.6,499,2,114.7,177,0,302.7,390,1,0.9976938775510205,1.0,0.9920408163265306,0.8961849213059168,1.0,0.6923076923076923,10
49,50,82.15,499,2,110.4,174,0,307.45,398,1,0.9979285714285714,1.0,0.9928571428571429,0.9052965157283103,1.0,0.6923076923076923,10
50,51,81.9,499,1,106.95,171,0,311.15,403,1,0.9980510204081632,1.0,0.993265306122449,0.9127190847327908,1.0,0.7985418764770992,10
51,52,81.5,499,1,103.5,161,0,315.0,406,1,0.9982551020408164,1.0,0.9934693877551021,0.9158043844474427,1.0,0.8049521328873557,10
52,53,80.95,499,1,99.8,156,0,319.25,413,1,0.9985510204081633,1.0,0.9948979591836735,0.9219409171110085,1.0,0.8271661353001065,10
53,54,80.5,499,1,96.3,151,0,323.2,416,1,0.9987959183673469,1.0,0.9959183673469387,0.9271188671192588,1.0,0.8461538461538461,10
54,55,80.1,499,1,93.55,144,0,326.35,419,1,0.9989183673469387,1.0,0.9963265306122449,0.9283639853984251,1.0,0.8461538461538461,10
55,56,79.7,499,1,90.15,137,0,330.15,423,1,0.9991020408163266,1.0,0.9965306122448979,0.9297773575938948,1.0,0.8461538461538461,10
56,57,79.35,499,0,86.4,127,0,334.25,425,1,0.9992857142857142,1.0,0.996938775510204,0.943975243666015,1.0,0.8789473684210527,10
57,58,79.2,499,0,82.9,124,0,337.9,429,1,0.9993571428571428,1.0,0.9973469387755102,0.9552179505426933,1.0,0.8789473684210527,10
58,59,79.05,499,0,80.05,121,0,340.9,432,1,0.9993979591836734,1.0,0.9975510204081632,0.9553327056010574,1.0,0.8789473684210527,10
59,60,78.75,499,0,77.55,114,0,343.7,433,1,0.9995102040816327,1.0,0.9983673469387755,0.9629895685445745,1.0,0.8789473684210527,10
60,61,78.6,499,0,75.1,111,0,346.3,437,1,0.9996326530612245,1.0,0.9987755102040816,0.9704012645227525,1.0,0.8861111111111111,10
61,62,78.55,499,0,72.55,110,0,348.9,439,1,0.9996632653061225,1.0,0.9987755102040816,0.9719113980817582,1.0,0.8861111111111111,10
62,63,78.45,499,0,69.75,104,0,351.8,442,1,0.999704081632653,1.0,0.9989795918367347,0.9751005312016392,1.0,0.9111111111111111,10
63,64,78.4,499,0,67.3,103,0,354.3,445,1,0.9997346938775511,1.0,0.9989795918367347,0.9767229876925169,1.0,0.9111111111111111,10
64,65,78.2,499,0,65.1,101,0,356.7,446,1,0.9997551020408164,1.0,0.9989795918367347,0.976864032946344,1.0,0.9111111111111111,10
65,66,78.15,499,0,62.0,98,0,359.85,450,1,0.9997755102040816,1.0,0.9989795918367347,0.9779793211668955,1.0,0.9111111111111111,10
66,67,77.9,499,0,60.05,93,0,362.05,451,1,0.9997959183673469,1.0,0.9989795918367347,0.9773005680069392,1.0,0.9111111111111111,10
67,68,77.75,499,0,58.1,87,0,364.15,453,1,0.9998061224489796,1.0,0.9987755102040816,0.9754589757221336,1.0,0.862962962962963,10
68,69,77.6,499,0,56.35,85,0,366.05,455,1,0.9998571428571429,1.0,0.9989795918367347,0.9823347510189615,1.0,0.8814814814814814,10
69,70,77.55,499,0,54.25,81,0,368.2,457,1,0.9998877551020409,1.0,0.9989795918367347,0.9845277334751019,1.0,0.8814814814814814,10
70,71,77.45,499,0,52.8,81,0,369.75,457,1,0.9998877551020409,1.0,0.9989795918367347,0.9828530923267764,1.0,0.8814814814814814,10
71,72,77.45,499,0,50.5,77,0,372.05,459,1,0.9998877551020409,1.0,0.9989795918367347,0.9828530923267764,1.0,0.8814814814814814,10
72,73,77.4,499,0,48.6,76,0,374.0,460,1,0.9999183673469387,1.0,0.9991836734693877,0.9882491582491583,1.0,0.9037037037037038,10
73,74,77.35,499,0,47.05,72,0,375.6,462,1,0.9999285714285714,1.0,0.9991836734693877,0.9908807371965267,1.0,0.9037037037037038,10
74,75,77.35,499,0,45.2,70,0,377.45,465,1,0.9999285714285714,1.0,0.9991836734693877,0.9908807371965267,1.0,0.9037037037037038,10
75,76,77.3,499,0,43.65,69,0,379.05,467,1,0.999938775510204,1.0,0.9991836734693877,0.9926351231614389,1.0,0.9037037037037038,10
76,77,77.3,499,0,42.0,67,0,380.7,468,1,0.999938775510204,1.0,0.9991836734693877,0.9926351231614389,1.0,0.9037037037037038,10
77,78,77.3,499,0,40.35,63,0,382.35,470,1,0.999938775510204,1.0,0.9991836734693877,0.9926351231614389,1.0,0.9037037037037038,10
78,79,77.25,499,0,39.3,62,0,383.45,470,1,0.999938775510204,1.0,0.9991836734693877,0.9926351231614389,1.0,0.9037037037037038,10
79,80,77.2,499,0,38.2,60,0,384.6,471,1,0.9999489795918368,1.0,0.9993877551020408,0.9932996632996632,1.0,0.9314814814814815,10
80,81,77.2,499,0,36.9,58,0,385.9,473,1,0.9999489795918368,1.0,0.9993877551020408,0.9932996632996632,1.0,0.9314814814814815,10
81,82,77.2,499,0,35.2,56,0,387.6,478,1,0.9999489795918368,1.0,0.9993877551020408,0.9932996632996632,1.0,0.9314814814814815,10
82,83,77.05,499,0,33.75,54,0,389.2,479,1,0.9999693877551021,1.0,0.9997959183673469,0.994712918660287,1.0,0.9545454545454546,10
83,84,77.05,499,0,32.3,52,0,390.65,480,1,0.9999693877551021,1.0,0.9997959183673469,0.994712918660287,1.0,0.9545454545454546,10
84,85,77.0,499,0,30.7,48,0,392.3,480,1,0.9999693877551021,1.0,0.9997959183673469,0.9925199362041468,1.0,0.9166666666666666,10
85,86,76.95,499,0,29.8,48,0,393.25,481,1,0.9999795918367347,1.0,0.9997959183673469,0.9932216905901117,1.0,0.9166666666666666,10
86,87,76.95,499,0,28.45,46,0,394.6,481,1,0.9999795918367347,1.0,0.9997959183673469,0.9932216905901117,1.0,0.9166666666666666,10
87,88,76.95,499,0,27.45,42,0,395.6,481,1,0.9999795918367347,1.0,0.9997959183673469,0.9932216905901117,1.0,0.9166666666666666,10
88,89,76.95,499,0,26.55,42,0,396.5,482,1,0.9999795918367347,1.0,0.9997959183673469,0.9932216905901117,1.0,0.9166666666666666,10
89,90,76.9,499,0,25.55,42,0,397.55,484,1,0.9999897959183673,1.0,0.9997959183673469,0.9974747474747474,1.0,0.9545454545454546,10
90,91,76.9,499,0,24.55,40,0,398.55,484,1,0.9999897959183673,1.0,0.9997959183673469,0.9974747474747474,1.0,0.9545454545454546,10
91,92,76.9,499,0,23.25,35,0,399.85,487,1,0.9999897959183673,1.0,0.9997959183673469,0.9974747474747474,1.0,0.9545454545454546,10
92,93,76.9,499,0,22.05,35,0,401.05,487,1,0.9999897959183673,1.0,0.9997959183673469,0.9974747474747474,1.0,0.9545454545454546,10
93,94,76.9,499,0,21.1,32,0,402.0,488,1,0.9999897959183673,1.0,0.9997959183673469,0.9974747474747474,1.0,0.9545454545454546,10
94,95,76.85,499,0,20.6,32,0,402.55,489,1,0.9999897959183673,1.0,0.9997959183673469,0.997326203208556,1.0,0.9545454545454546,10
95,96,76.85,499,0,19.95,32,0,403.2,489,1,0.9999897959183673,1.0,0.9997959183673469,0.997326203208556,1.0,0.9545454545454546,10
96,97,76.85,499,0,19.2,32,0,403.95,489,1,0.9999897959183673,1.0,0.9997959183673469,0.997326203208556,1.0,0.9545454545454546,10
97,98,76.85,499,0,18.55,30,0,404.6,489,1,0.9999897959183673,1.0,0.9997959183673469,0.997326203208556,1.0,0.9545454545454546,10
98,99,76.85,499,0,17.65,29,0,405.5,489,1,0.9999897959183673,1.0,0.9997959183673469,0.997326203208556,1.0,0.9545454545454546,10
99,100,76.85,499,0,17.15,29,0,406.0,491,1,0.9999897959183673,1.0,0.9997959183673469,0.997326203208556,1.0,0.9545454545454546,10
100,101,76.85,499,0,16.2,28,0,406.95,491,1,0.9999897959183673,1.0,0.9997959183673469,0.997326203208556,1.0,0.9545454545454546,10
101,102,76.85,499,0,15.55,28,0,407.6,491,1,0.9999897959183673,1.0,0.9997959183673469,0.997326203208556,1.0,0.9545454545454546,10
102,103,76.85,499,0,15.1,27,0,408.05,491,1,1.0,1.0,1.0,1.0,1.0,1.0,10
103,104,76.85,499,0,14.35,24,0,408.8,491,1,1.0,1.0,1.0,1.0,1.0,1.0,10
104,105,76.85,499,0,13.7,23,0,409.45,491,1,1.0,1.0,1.0,1.0,1.0,1.0,10
105,106,76.85,499,0,13.05,22,0,410.1,491,1,1.0,1.0,1.0,1.0,1.0,1.0,10
106,107,76.85,499,0,12.6,21,0,410.55,491,1,1.0,1.0,1.0,1.0,1.0,1.0,10
107,108,76.85,499,0,11.7,21,0,411.45,492,1,1.0,1.0,1.0,1.0,1.0,1.0,10
108,109,76.85,499,0,11.0,19,0,412.15,492,1,1.0,1.0,1.0,1.0,1.0,1.0,10
109,110,76.85,499,0,10.6,19,0,412.55,492,1,1.0,1.0,1.0,1.0,1.0,1.0,10
110,111,76.85,499,0,10.25,18,0,412.9,492,1,1.0,1.0,1.0,1.0,1.0,1.0,10
111,112,76.85,499,0,9.7,17,0,413.45,493,1,1.0,1.0,1.0,1.0,1.0,1.0,10
112,113,76.85,499,0,9.4,17,0,413.75,493,1,1.0,1.0,1.0,1.0,1.0,1.0,10
113,114,76.8,499,0,9.2,17,0,414.0,494,1,1.0,1.0,1.0,1.0,1.0,1.0,10
114,115,76.8,499,0,8.85,16,0,414.35,494,1,1.0,1.0,1.0,1.0,1.0,1.0,10
115,116,76.8,499,0,8.5,15,0,414.7,494,1,1.0,1.0,1.0,1.0,1.0,1.0,10
116,117,76.8,499,0,8.25,15,0,414.95,494,1,1.0,1.0,1.0,1.0,1.0,1.0,10
117,118,76.8,499,0,7.65,15,0,415.55,494,1,1.0,1.0,1.0,1.0,1.0,1.0,10
118,119,76.8,499,0,7.15,13,0,416.05,494,1,1.0,1.0,1.0,1.0,1.0,1.0,10
119,120,76.8,499,0,6.7,12,0,416.5,494,1,1.0,1.0,1.0,1.0,1.0,1.0,10
120,121,76.8,499,0,6.35,12,0,416.85,495,1,1.0,1.0,1.0,1.0,1.0,1.0,10
121,122,76.8,499,0,6.2,12,0,417.0,495,1,1.0,1.0,1.0,1.0,1.0,1.0,10
122,123,76.8,499,0,6.15,12,0,417.05,495,1,1.0,1.0,1.0,1.0,1.0,1.0,10
123,124,76.8,499,0,6.0,12,0,417.2,495,1,1.0,1.0,1.0,1.0,1.0,1.0,10
124,125,76.8,499,0,5.7,11,0,417.5,495,1,1.0,1.0,1.0,1.0,1.0,1.0,10
125,126,76.8,499,0,5.4,10,0,417.8,495,1,1.0,1.0,1.0,1.0,1.0,1.0,10
126,127,76.8,499,0,5.25,10,0,417.95,496,1,1.0,1.0,1.0,1.0,1.0,1.0,10
127,128,76.8,499,0,4.95,10,0,418.25,496,1,1.0,1.0,1.0,1.0,1.0,1.0,10
128,129,76.8,499,0,4.8,10,0,418.4,496,1,1.0,1.0,1.0,1.0,1.0,1.0,10
129,130,76.8,499,0,4.45,9,0,418.75,496,1,1.0,1.0,1.0,1.0,1.0,1.0,10
130,131,76.8,499,0,4.35,9,0,418.85,497,1,1.0,1.0,1.0,1.0,1.0,1.0,10
131,132,76.8,499,0,4.15,9,0,419.05,497,1,1.0,1.0,1.0,1.0,1.0,1.0,10
132,133,76.8,499,0,4.0,9,0,419.2,497,1,1.0,1.0,1.0,1.0,1.0,1.0,10
133,134,76.8,499,0,4.0,9,0,419.2,497,1,1.0,1.0,1.0,1.0,1.0,1.0,10
134,135,76.8,499,0,3.9,9,0,419.3,497,1,1.0,1.0,1.0,1.0,1.0,1.0,10
135,136,76.8,499,0,3.8,9,0,419.4,498,1,1.0,1.0,1.0,1.0,1.0,1.0,10
136,137,76.8,499,0,3.4,9,0,419.8,498,1,1.0,1.0,1.0,1.0,1.0,1.0,10
137,138,76.8,499,0,3.25,9,0,419.95,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
138,139,76.8,499,0,3.0,9,0,420.2,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
139,140,76.8,499,0,2.85,9,0,420.35,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
140,141,76.8,499,0,2.7,9,0,420.5,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
141,142,76.8,499,0,2.55,8,0,420.65,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
142,143,76.8,499,0,2.5,8,0,420.7,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
143,144,76.8,499,0,2.45,8,0,420.75,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
144,145,76.8,499,0,2.45,8,0,420.75,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
145,146,76.8,499,0,2.4,8,0,420.8,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
146,147,76.8,499,0,2.3,8,0,420.9,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
147,148,76.8,499,0,2.25,8,0,420.95,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
148,149,76.8,499,0,2.05,7,0,421.15,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
149,150,76.8,499,0,2.0,7,0,421.2,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
150,151,76.8,499,0,1.85,7,0,421.35,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
151,152,76.8,499,0,1.8,7,0,421.4,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
152,153,76.8,499,0,1.7,7,0,421.5,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
153,154,76.8,499,0,1.5,7,0,421.7,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
154,155,76.8,499,0,1.5,7,0,421.7,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
155,156,76.8,499,0,1.45,7,0,421.75,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
156,157,76.8,499,0,1.4,6,0,421.8,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
157,158,76.8,499,0,1.35,5,0,421.85,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
158,159,76.8,499,0,1.1,4,0,422.1,499,1,1.0,1.0,1.0,1.0,1.0,1.0,10
159,160,76.8,499,0,0.95,3,0,422.25,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
160,161,76.8,499,0,0.9,3,0,422.3,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
161,162,76.8,499,0,0.9,3,0,422.3,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
162,163,76.8,499,0,0.9,3,0,422.3,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
163,164,76.8,499,0,0.8,3,0,422.4,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
164,165,76.8,499,0,0.75,3,0,422.45,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
165,166,76.8,499,0,0.65,2,0,422.55,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
166,167,76.8,499,0,0.65,2,0,422.55,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
167,168,76.8,499,0,0.65,2,0,422.55,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
168,169,76.8,499,0,0.65,2,0,422.55,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
169,170,76.8,499,0,0.55,2,0,422.65,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
170,171,76.8,499,0,0.55,2,0,422.65,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
171,172,76.8,499,0,0.5,2,0,422.7,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
172,173,76.8,499,0,0.45,1,0,422.75,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
173,174,76.8,499,0,0.45,1,0,422.75,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
174,175,76.8,499,0,0.45,1,0,422.75,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
175,176,76.8,499,0,0.45,1,0,422.75,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
176,177,76.8,499,0,0.45,1,0,422.75,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
177,178,76.8,499,0,0.4,1,0,422.8,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
178,179,76.8,499,0,0.4,1,0,422.8,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
179,180,76.8,499,0,0.4,1,0,422.8,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
180,181,76.8,499,0,0.35,1,0,422.85,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
181,182,76.8,499,0,0.35,1,0,422.85,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
182,183,76.8,499,0,0.35,1,0,422.85,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
183,184,76.8,499,0,0.2,1,0,423.0,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
184,185,76.8,499,0,0.2,1,0,423.0,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
185,186,76.8,499,0,0.2,1,0,423.0,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
186,187,76.8,499,0,0.2,1,0,423.0,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
187,188,76.8,499,0,0.2,1,0,423.0,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
188,189,76.8,499,0,0.2,1,0,423.0,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
189,190,76.8,499,0,0.15,1,0,423.05,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
190,191,76.8,499,0,0.15,1,0,423.05,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
191,192,76.8,499,0,0.15,1,0,423.05,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
192,193,76.8,499,0,0.15,1,0,423.05,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
193,194,76.8,499,0,0.15,1,0,423.05,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
194,195,76.8,499,0,0.15,1,0,423.05,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
195,196,76.8,499,0,0.1,1,0,423.1,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
196,197,76.8,499,0,0.1,1,0,423.1,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
197,198,76.8,499,0,0.1,1,0,423.1,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
198,199,76.8,499,0,0.1,1,0,423.1,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
199,200,76.8,499,0,0.1,1,0,423.1,500,1,1.0,1.0,1.0,1.0,1.0,1.0,10
200,1,496.3,499,492,3.6,7,1,0.1,1,0,0.9967083333333333,1.0,0.9808333333333333,0.9987287469797834,1.0,0.9918688776366741,20
201,2,489.2,496,475,10.1,22,4,0.7,4,0,0.98046875,0.9984375,0.926875,0.991168398753436,0.9995974011580947,0.9640409139485682,20
202,3,474.0,489,443,24.4,54,10,1.6,5,0,0.9374635416666667,0.9848958333333333,0.8504166666666667,0.9678979664877254,0.9937194059238468,0.9141480411971864,20
203,4,447.75,475,401,48.8,94,23,3.45,8,0,0.8754687499999999,0.9538541666666667,0.7810416666666666,0.9293919336845569,0.9783217726692084,0.8521874259980186,20
204,5,411.35,453,348,82.45,144,42,6.2,12,1,0.8055260416666666,0.8969791666666667,0.7259375,0.8699241288893871,0.9450994046602069,0.7672559778342538,20
205,6,363.45,428,285,125.1,196,65,11.45,22,4,0.7562239583333333,0.8369791666666667,0.7177083333333333,0.7973244190986999,0.9030221191379184,0.691576993936971,20
206,7,305.25,390,219,174.45,252,99,20.3,31,11,0.74246875,0.7919791666666667,0.7210416666666667,0.719948383273705,0.856501606262181,0.6232410829896771,20
207,8,243.0,335,156,227.15,303,149,29.85,41,16,0.758734375,0.8189583333333333,0.7279166666666667,0.6475695436606161,0.7618805140607569,0.5745114428030347,20
208,9,186.3,281,112,273.15,337,195,40.55,54,24,0.79821875,0.8653125,0.7480208333333334,0.5965659762259781,0.7018057773406973,0.5411242722977462,20
209,10,137.25,222,83,310.1,356,244,52.65,67,34,0.8428333333333333,0.8985416666666667,0.7728125,0.5589426929235863,0.6339624647045351,0.523238342341739,20
210,11,99.4,156,52,334.75,370,297,65.85,82,47,0.8826302083333333,0.9360416666666667,0.8209375,0.5360669685829594,0.5692615656068283,0.4973995045350446,20
211,12,73.65,111,38,344.6,367,326,81.75,100,58,0.9132760416666666,0.95625,0.8669791666666666,0.5305603242375232,0.5559244159915862,0.5087990596483365,20
212,13,55.2,77,29,349.75,377,332,95.05,112,72,0.9352708333333334,0.9671875,0.9080208333333334,0.5261406120587333,0.5560240264279408,0.5014872023771504,20
