,day,s,s,s,i,i,i,r,r,r,V,T
,,mean,max,min,mean,max,min,mean,max,min,,
14951,152,49.9,499,0,1.5,3,0,448.6,500,1,0.09,21
14952,153,49.9,499,0,1.5,3,0,448.6,500,1,0.09,21
14953,154,49.9,499,0,1.5,3,0,448.6,500,1,0.09,21
14954,155,49.9,499,0,1.5,3,0,448.6,500,1,0.09,21
14955,156,49.9,499,0,1.4,3,0,448.7,500,1,0.09,21
14956,157,49.9,499,0,1.3,3,0,448.8,500,1,0.09,21
14957,158,49.9,499,0,1.1,3,0,449.0,500,1,0.09,21
14958,159,49.9,499,0,1.1,3,0,449.0,500,1,0.09,21
14959,160,49.9,499,0,1.1,3,0,449.0,500,1,0.09,21
14960,161,49.9,499,0,1.0,3,0,449.1,500,1,0.09,21
14961,162,49.9,499,0,1.0,3,0,449.1,500,1,0.09,21
14962,163,49.9,499,0,1.0,3,0,449.1,500,1,0.09,21
14963,164,49.9,499,0,0.9,3,0,449.2,500,1,0.09,21
14964,165,49.9,499,0,0.9,3,0,449.2,500,1,0.09,21
14965,166,49.9,499,0,0.9,3,0,449.2,500,1,0.09,21
14966,167,49.9,499,0,0.8,2,0,449.3,500,1,0.09,21
14967,168,49.9,499,0,0.8,2,0,449.3,500,1,0.09,21
14968,169,49.9,499,0,0.8,2,0,449.3,500,1,0.09,21
14969,170,49.9,499,0,0.7,2,0,449.4,500,1,0.09,21
14970,171,49.9,499,0,0.6,2,0,449.5,500,1,0.09,21
14971,172,49.9,499,0,0.6,2,0,449.5,500,1,0.09,21
14972,173,49.9,499,0,0.6,2,0,449.5,500,1,0.09,21
14973,174,49.9,499,0,0.6,2,0,449.5,500,1,0.09,21
14974,175,49.9,499,0,0.6,2,0,449.5,500,1,0.09,21
14975,176,49.9,499,0,0.6,2,0,449.5,500,1,0.09,21
14976,177,49.9,499,0,0.6,2,0,449.5,500,1,0.09,21
14977,178,49.9,499,0,0.5,2,0,449.6,500,1,0.09,21
14978,179,49.9,499,0,0.5,2,0,449.6,500,1,0.09,21
14979,180,49.9,499,0,0.5,2,0,449.6,500,1,0.09,21
14980,181,49.9,499,0,0.4,2,0,449.7,500,1,0.09,21
14981,182,49.9,499,0,0.3,2,0,449.8,500,1,0.09,21
14982,183,49.9,499,0,0.3,2,0,449.8,500,1,0.09,21
14983,184,49.9,499,0,0.2,2,0,449.9,500,1,0.09,21
14984,185,49.9,499,0,0.2,2,0,449.9,500,1,0.09,21
14985,186,49.9,499,0,0.1,1,0,450.0,500,1,0.09,21
14986,187,49.9,499,0,0.1,1,0,450.0,500,1,0.09,21
14987,188,49.9,499,0,0.1,1,0,450.0,500,1,0.09,21
14988,189,49.9,499,0,0.1,1,0,450.0,500,1,0.09,21
14989,190,49.9,499,0,0.1,1,0,450.0,500,1,0.09,21
14990,191,49.9,499,0,0.1,1,0,450.0,500,1,0.09,21
14991,192,49.9,499,0,0.1,1,0,450.0,500,1,0.09,21
14992,193,49.9,499,0,0.1,1,0,450.0,500,1,0.09,21
14993,194,49.9,499,0,0.1,1,0,450.0,500,1,0.09,21
14994,195,49.9,499,0,0.1,1,0,450.0,500,1,0.09,21
14995,196,49.9,499,0,0.1,1,0,450.0,500,1,0.09,21
14996,197,49.9,499,0,0.1,1,0,450.0,500,1,0.09,21
14997,198,49.9,499,0,0.1,1,0,450.0,500,1,0.09,21
14998,199,49.9,499,0,0.1,1,0,450.0,500,1,0.09,21
14999,200,49.9,499,0,0.1,1,0,450.0,500,1,0.09,21
15000,1,498.1,499,497,1.9,3,1,0.0,0,0,0.09,28
15001,2,495.8,499,491,4.2,9,1,0.0,0,0,0.09,28
15002,3,490.8,498,476,9.0,23,2,0.2,1,0,0.09,28
15003,4,481.1,495,452,18.0,47,5,0.9,3,0,0.09,28
15004,5,460.6,491,399,37.3,96,9,2.1,7,0,0.09,28
15005,6,425.7,482,326,69.5,162,18,4.8,12,0,0.09,28
15006,7,366.0,460,222,123.4,254,38,10.6,24,2,0.09,28
15007,8,278.1,417,119,203.0,343,78,18.9,38,5,0.09,28
15008,9,187.6,351,60,282.4,393,137,30.0,47,12,0.09,28
15009,10,106.6,257,27,348.6,410,216,44.8,63,27,0.09,28
15010,11,50.6,144,13,387.1,414,316,62.3,87,40,0.09,28
15011,12,22.2,60,4,398.5,411,385,79.3,109,49,0.09,28
15012,13,9.5,23,1,392.8,418,374,97.7,123,61,0.09,28
15013,14,3.8,10,0,383.1,413,358,113.1,141,77,0.09,28
15014,15,1.0,2,0,370.5,401,345,128.5,155,97,0.09,28
15015,16,0.6,2,0,356.6,391,325,142.8,175,107,0.09,28
15016,17,0.6,2,0,341.7,375,315,157.7,185,123,0.09,28
15017,18,0.4,1,0,328.6,358,303,171.0,197,141,0.09,28
15018,19,0.4,1,0,314.8,342,291,184.8,209,157,0.09,28
15019,20,0.2,1,0,304.1,334,280,195.7,220,166,0.09,28
15020,21,0.2,1,0,291.5,315,273,208.3,227,185,0.09,28
15021,22,0.1,1,0,280.2,304,261,219.7,239,196,0.09,28
15022,23,0.1,1,0,268.7,292,249,231.2,251,208,0.09,28
15023,24,0.1,1,0,257.6,284,236,242.3,264,216,0.09,28
15024,25,0.1,1,0,245.9,274,221,254.0,279,226,0.09,28
15025,26,0.1,1,0,236.6,268,215,263.3,285,232,0.09,28
15026,27,0.1,1,0,226.9,253,207,273.0,293,247,0.09,28
15027,28,0.1,1,0,218.1,243,200,281.8,300,257,0.09,28
15028,29,0.0,0,0,210.3,231,188,289.7,312,269,0.09,28
15029,30,0.0,0,0,202.7,226,182,297.3,318,274,0.09,28
15030,31,0.0,0,0,194.4,215,171,305.6,329,285,0.09,28
15031,32,0.0,0,0,187.1,205,167,312.9,333,295,0.09,28
15032,33,0.0,0,0,180.3,202,160,319.7,340,298,0.09,28
15033,34,0.0,0,0,174.6,193,156,325.4,344,307,0.09,28
15034,35,0.0,0,0,167.4,185,151,332.6,349,315,0.09,28
15035,36,0.0,0,0,160.7,179,143,339.3,357,321,0.09,28
15036,37,0.0,0,0,155.4,170,137,344.6,363,330,0.09,28
15037,38,0.0,0,0,148.4,163,133,351.6,367,337,0.09,28
15038,39,0.0,0,0,143.3,160,127,356.7,373,340,0.09,28
15039,40,0.0,0,0,137.7,159,117,362.3,383,341,0.09,28
15040,41,0.0,0,0,131.7,149,113,368.3,387,351,0.09,28
15041,42,0.0,0,0,127.4,145,106,372.6,394,355,0.09,28
15042,43,0.0,0,0,123.5,139,102,376.5,398,361,0.09,28
15043,44,0.0,0,0,118.3,133,100,381.7,400,367,0.09,28
15044,45,0.0,0,0,113.1,127,97,386.9,403,373,0.09,28
15045,46,0.0,0,0,109.5,125,92,390.5,408,375,0.09,28
15046,47,0.0,0,0,103.8,119,88,396.2,412,381,0.09,28
15047,48,0.0,0,0,100.4,114,85,399.6,415,386,0.09,28
15048,49,0.0,0,0,96.6,111,80,403.4,420,389,0.09,28
15049,50,0.0,0,0,92.1,103,75,407.9,425,397,0.09,28
15050,51,0.0,0,0,88.7,99,72,411.3,428,401,0.09,28
15051,52,0.0,0,0,84.7,94,67,415.3,433,406,0.09,28
15052,53,0.0,0,0,81.3,91,65,418.7,435,409,0.09,28
15053,54,0.0,0,0,78.7,88,63,421.3,437,412,0.09,28
15054,55,0.0,0,0,75.0,87,57,425.0,443,413,0.09,28
15055,56,0.0,0,0,72.6,87,54,427.4,446,413,0.09,28
15056,57,0.0,0,0,70.3,85,51,429.7,449,415,0.09,28
15057,58,0.0,0,0,68.2,82,50,431.8,450,418,0.09,28
15058,59,0.0,0,0,65.4,77,48,434.6,452,423,0.09,28
15059,60,0.0,0,0,61.9,74,44,438.1,456,426,0.09,28
15060,61,0.0,0,0,59.8,70,44,440.2,456,430,0.09,28
15061,62,0.0,0,0,57.9,67,42,442.1,458,433,0.09,28
15062,63,0.0,0,0,55.7,65,41,444.3,459,435,0.09,28
15063,64,0.0,0,0,53.2,64,35,446.8,465,436,0.09,28
15064,65,0.0,0,0,51.4,60,33,448.6,467,440,0.09,28
15065,66,0.0,0,0,48.8,56,32,451.2,468,444,0.09,28
15066,67,0.0,0,0,47.6,55,32,452.4,468,445,0.09,28
15067,68,0.0,0,0,44.7,53,29,455.3,471,447,0.09,28
15068,69,0.0,0,0,42.5,51,28,457.5,472,449,0.09,28
15069,70,0.0,0,0,41.0,51,26,459.0,474,449,0.09,28
15070,71,0.0,0,0,39.4,50,24,460.6,476,450,0.09,28
15071,72,0.0,0,0,37.8,50,21,462.2,479,450,0.09,28
15072,73,0.0,0,0,36.1,48,21,463.9,479,452,0.09,28
15073,74,0.0,0,0,33.8,46,20,466.2,480,454,0.09,28
15074,75,0.0,0,0,32.0,41,19,468.0,481,459,0.09,28
15075,76,0.0,0,0,30.3,40,19,469.7,481,460,0.09,28
15076,77,0.0,0,0,29.7,40,18,470.3,482,460,0.09,28
15077,78,0.0,0,0,28.9,38,16,471.1,484,462,0.09,28
15078,79,0.0,0,0,27.3,37,16,472.7,484,463,0.09,28
15079,80,0.0,0,0,26.4,35,16,473.6,484,465,0.09,28
15080,81,0.0,0,0,25.3,33,16,474.7,484,467,0.09,28
15081,82,0.0,0,0,24.5,33,16,475.5,484,467,0.09,28
15082,83,0.0,0,0,24.1,32,16,475.9,484,468,0.09,28
15083,84,0.0,0,0,23.5,31,16,476.5,484,469,0.09,28
15084,85,0.0,0,0,22.7,31,16,477.3,484,469,0.09,28
15085,86,0.0,0,0,22.1,30,16,477.9,484,470,0.09,28
15086,87,0.0,0,0,21.4,30,14,478.6,486,470,0.09,28
15087,88,0.0,0,0,20.6,29,13,479.4,487,471,0.09,28
15088,89,0.0,0,0,19.9,28,13,480.1,487,472,0.09,28
15089,90,0.0,0,0,19.2,26,13,480.8,487,474,0.09,28
15090,91,0.0,0,0,18.4,24,12,481.6,488,476,0.09,28
15091,92,0.0,0,0,17.6,23,12,482.4,488,477,0.09,28
15092,93,0.0,0,0,16.4,22,10,483.6,490,478,0.09,28
15093,94,0.0,0,0,15.2,21,10,484.8,490,479,0.09,28
15094,95,0.0,0,0,14.6,20,9,485.4,491,480,0.09,28
15095,96,0.0,0,0,13.9,20,9,486.1,491,480,0.09,28
15096,97,0.0,0,0,13.2,20,9,486.8,491,480,0.09,28
15097,98,0.0,0,0,12.6,18,8,487.4,492,482,0.09,28
15098,99,0.0,0,0,11.7,17,6,488.3,494,483,0.09,28
15099,100,0.0,0,0,11.3,17,6,488.7,494,483,0.09,28
15100,101,0.0,0,0,10.8,15,5,489.2,495,485,0.09,28
15101,102,0.0,0,0,10.8,15,5,489.2,495,485,0.09,28
15102,103,0.0,0,0,10.0,14,4,490.0,496,486,0.09,28
15103,104,0.0,0,0,9.6,14,4,490.4,496,486,0.09,28
15104,105,0.0,0,0,9.1,14,4,490.9,496,486,0.09,28
15105,106,0.0,0,0,8.6,13,4,491.4,496,487,0.09,28
15106,107,0.0,0,0,8.1,11,4,491.9,496,489,0.09,28
15107,108,0.0,0,0,7.5,10,4,492.5,496,490,0.09,28
15108,109,0.0,0,0,7.1,10,4,492.9,496,490,0.09,28
15109,110,0.0,0,0,7.0,10,4,493.0,496,490,0.09,28
15110,111,0.0,0,0,6.8,10,4,493.2,496,490,0.09,28
15111,112,0.0,0,0,6.5,10,3,493.5,497,490,0.09,28
15112,113,0.0,0,0,6.0,9,2,494.0,498,491,0.09,28
15113,114,0.0,0,0,5.8,9,2,494.2,498,491,0.09,28
15114,115,0.0,0,0,5.6,9,2,494.4,498,491,0.09,28
15115,116,0.0,0,0,5.4,9,2,494.6,498,491,0.09,28
15116,117,0.0,0,0,5.1,9,2,494.9,498,491,0.09,28
15117,118,0.0,0,0,5.0,9,2,495.0,498,491,0.09,28
15118,119,0.0,0,0,4.9,8,2,495.1,498,492,0.09,28
15119,120,0.0,0,0,4.8,8,2,495.2,498,492,0.09,28
15120,121,0.0,0,0,4.6,8,1,495.4,499,492,0.09,28
15121,122,0.0,0,0,4.2,8,1,495.8,499,492,0.09,28
15122,123,0.0,0,0,4.0,8,1,496.0,499,492,0.09,28
15123,124,0.0,0,0,4.0,8,1,496.0,499,492,0.09,28
15124,125,0.0,0,0,3.8,8,1,496.2,499,492,0.09,28
15125,126,0.0,0,0,3.8,8,1,496.2,499,492,0.09,28
15126,127,0.0,0,0,3.8,8,1,496.2,499,492,0.09,28
15127,128,0.0,0,0,3.7,8,1,496.3,499,492,0.09,28
15128,129,0.0,0,0,3.6,8,1,496.4,499,492,0.09,28
15129,130,0.0,0,0,3.5,8,1,496.5,499,492,0.09,28
15130,131,0.0,0,0,3.3,8,1,496.7,499,492,0.09,28
15131,132,0.0,0,0,3.1,8,1,496.9,499,492,0.09,28
15132,133,0.0,0,0,3.0,8,1,497.0,499,492,0.09,28
15133,134,0.0,0,0,3.0,8,1,497.0,499,492,0.09,28
15134,135,0.0,0,0,2.8,8,0,497.2,500,492,0.09,28
15135,136,0.0,0,0,2.8,8,0,497.2,500,492,0.09,28
15136,137,0.0,0,0,2.8,8,0,497.2,500,492,0.09,28
15137,138,0.0,0,0,2.8,8,0,497.2,500,492,0.09,28
15138,139,0.0,0,0,2.8,8,0,497.2,500,492,0.09,28
15139,140,0.0,0,0,2.7,7,0,497.3,500,493,0.09,28
15140,141,0.0,0,0,2.5,7,0,497.5,500,493,0.09,28
15141,142,0.0,0,0,2.3,7,0,497.7,500,493,0.09,28
15142,143,0.0,0,0,2.3,7,0,497.7,500,493,0.09,28
15143,144,0.0,0,0,2.3,7,0,497.7,500,493,0.09,28
15144,145,0.0,0,0,2.3,7,0,497.7,500,493,0.09,28
15145,146,0.0,0,0,2.0,5,0,498.0,500,495,0.09,28
15146,147,0.0,0,0,2.0,5,0,498.0,500,495,0.09,28
15147,148,0.0,0,0,2.0,5,0,498.0,500,495,0.09,28
15148,149,0.0,0,0,1.9,4,0,498.1,500,496,0.09,28
15149,150,0.0,0,0,1.9,4,0,498.1,500,496,0.09,28
15150,151,0.0,0,0,1.8,4,0,498.2,500,496,0.09,28
15151,152,0.0,0,0,1.7,4,0,498.3,500,496,0.09,28
15152,153,0.0,0,0,1.7,4,0,498.3,500,496,0.09,28
15153,154,0.0,0,0,1.7,4,0,498.3,500,496,0.09,28
15154,155,0.0,0,0,1.7,4,0,498.3,500,496,0.09,28
15155,156,0.0,0,0,1.4,4,0,498.6,500,496,0.09,28
15156,157,0.0,0,0,1.4,4,0,498.6,500,496,0.09,28
15157,158,0.0,0,0,1.3,4,0,498.7,500,496,0.09,28
15158,159,0.0,0,0,1.1,2,0,498.9,500,498,0.09,28
15159,160,0.0,0,0,1.1,2,0,498.9,500,498,0.09,28
15160,161,0.0,0,0,1.1,2,0,498.9,500,498,0.09,28
15161,162,0.0,0,0,1.1,2,0,498.9,500,498,0.09,28
15162,163,0.0,0,0,1.1,2,0,498.9,500,498,0.09,28
15163,164,0.0,0,0,1.1,2,0,498.9,500,498,0.09,28
15164,165,0.0,0,0,1.1,2,0,498.9,500,498,0.09,28
15165,166,0.0,0,0,1.1,2,0,498.9,500,498,0.09,28
15166,167,0.0,0,0,1.1,2,0,498.9,500,498,0.09,28
15167,168,0.0,0,0,1.1,2,0,498.9,500,498,0.09,28
15168,169,0.0,0,0,0.9,2,0,499.1,500,498,0.09,28
15169,170,0.0,0,0,0.7,2,0,499.3,500,498,0.09,28
15170,171,0.0,0,0,0.6,2,0,499.4,500,498,0.09,28
15171,172,0.0,0,0,0.5,2,0,499.5,500,498,0.09,28
15172,173,0.0,0,0,0.5,2,0,499.5,500,498,0.09,28
15173,174,0.0,0,0,0.4,2,0,499.6,500,498,0.09,28
15174,175,0.0,0,0,0.4,2,0,499.6,500,498,0.09,28
15175,176,0.0,0,0,0.4,2,0,499.6,500,498,0.09,28
15176,177,0.0,0,0,0.4,2,0,499.6,500,498,0.09,28
15177,178,0.0,0,0,0.4,2,0,499.6,500,498,0.09,28
15178,179,0.0,0,0,0.4,2,0,499.6,500,498,0.09,28
15179,180,0.0,0,0,0.2,2,0,499.8,500,498,0.09,28
15180,181,0.0,0,0,0.2,2,0,499.8,500,498,0.09,28
15181,182,0.0,0,0,0.2,2,0,499.8,500,498,0.09,28
15182,183,0.0,0,0,0.2,2,0,499.8,500,498,0.09,28
15183,184,0.0,0,0,0.2,2,0,499.8,500,498,0.09,28
15184,185,0.0,0,0,0.2,2,0,499.8,500,498,0.09,28
15185,186,0.0,0,0,0.1,1,0,499.9,500,499,0.09,28
15186,187,0.0,0,0,0.1,1,0,499.9,500,499,0.09,28
15187,188,0.0,0,0,0.1,1,0,499.9,500,499,0.09,28
15188,189,0.0,0,0,0.1,1,0,499.9,500,499,0.09,28
15189,190,0.0,0,0,0.0,0,0,500.0,500,500,0.09,28
15190,191,0.0,0,0,0.0,0,0,500.0,500,500,0.09,28
15191,192,0.0,0,0,0.0,0,0,500.0,500,500,0.09,28
15192,193,0.0,0,0,0.0,0,0,500.0,500,500,0.09,28
15193,194,0.0,0,0,0.0,0,0,500.0,500,500,0.09,28
15194,195,0.0,0,0,0.0,0,0,500.0,500,500,0.09,28
15195,196,0.0,0,0,0.0,0,0,500.0,500,500,0.09,28
15196,197,0.0,0,0,0.0,0,0,500.0,500,500,0.09,28
15197,198,0.0,0,0,0.0,0,0,500.0,500,500,0.09,28
15198,199,0.0,0,0,0.0,0,0,500.0,500,500,0.09,28
15199,200,0.0,0,0,0.0,0,0,500.0,500,500,0.09,28
15200,1,497.6,499,496,2.3,4,1,0.1,1,0,0.09,35
15201,2,495.1,497,492,4.7,8,2,0.2,1,0,0.09,35
15202,3,489.1,492,484,10.1,15,6,0.8,2,0,0.09,35
15203,4,479.1,487,470,19.2,27,12,1.7,4,0,0.09,35
15204,5,456.8,474,436,39.6,57,24,3.6,7,1,0.09,35
15205,6,415.9,447,386,77.5,105,46,6.6,12,4,0.09,35
15206,7,346.0,406,302,142.1,178,84,11.9,20,7,0.09,35
15207,8,245.2,334,196,235.0,274,151,19.8,37,12,0.09,35
15208,9,140.9,225,106,325.5,361,251,33.6,51,20,0.09,35
15209,10,68.7,131,44,380.6,408,334,50.7,75,35,0.09,35
15210,11,28.6,57,16,403.8,423,387,67.6,87,51,0.09,35
15211,12,10.5,21,6,406.0,419,387,83.5,105,71,0.09,35
15212,13,3.9,8,1,397.3,412,377,98.8,119,87,0.09,35
15213,14,2.2,6,0,382.8,397,364,115.0,134,102,0.09,35
15214,15,1.3,5,0,369.5,385,350,129.2,148,114,0.09,35
15215,16,0.7,3,0,356.7,375,339,142.6,159,125,0.09,35
15216,17,0.5,3,0,343.7,366,326,155.8,174,134,0.09,35
15217,18,0.1,1,0,330.5,351,317,169.4,183,149,0.09,35
15218,19,0.0,0,0,315.8,335,302,184.2,198,165,0.09,35
15219,20,0.0,0,0,304.9,325,287,195.1,213,175,0.09,35
15220,21,0.0,0,0,293.1,315,275,206.9,225,185,0.09,35
15221,22,0.0,0,0,279.6,302,261,220.4,239,198,0.09,35
15222,23,0.0,0,0,268.8,291,249,231.2,251,209,0.09,35
15223,24,0.0,0,0,258.1,283,235,241.9,265,217,0.09,35
15224,25,0.0,0,0,249.9,278,226,250.1,274,222,0.09,35
15225,26,0.0,0,0,239.7,266,219,260.3,281,234,0.09,35
15226,27,0.0,0,0,230.6,258,213,269.4,287,242,0.09,35
15227,28,0.0,0,0,220.4,246,204,279.6,296,254,0.09,35
15228,29,0.0,0,0,211.9,236,194,288.1,306,264,0.09,35
15229,30,0.0,0,0,202.6,227,182,297.4,318,273,0.09,35
15230,31,0.0,0,0,193.6,216,177,306.4,323,284,0.09,35
15231,32,0.0,0,0,185.3,204,169,314.7,331,296,0.09,35
15232,33,0.0,0,0,177.7,197,162,322.3,338,303,0.09,35
15233,34,0.0,0,0,170.7,191,150,329.3,350,309,0.09,35
15234,35,0.0,0,0,163.7,186,146,336.3,354,314,0.09,35
15235,36,0.0,0,0,156.6,178,139,343.4,361,322,0.09,35
15236,37,0.0,0,0,151.1,170,135,348.9,365,330,0.09,35
15237,38,0.0,0,0,144.6,164,127,355.4,373,336,0.09,35
15238,39,0.0,0,0,139.7,159,124,360.3,376,341,0.09,35
15239,40,0.0,0,0,133.7,156,119,366.3,381,344,0.09,35
15240,41,0.0,0,0,128.4,147,116,371.6,384,353,0.09,35
15241,42,0.0,0,0,122.5,142,110,377.5,390,358,0.09,35
15242,43,0.0,0,0,116.8,137,104,383.2,396,363,0.09,35
15243,44,0.0,0,0,111.8,128,99,388.2,401,372,0.09,35
15244,45,0.0,0,0,107.5,126,96,392.5,404,374,0.09,35
15245,46,0.0,0,0,102.9,125,89,397.1,411,375,0.09,35
15246,47,0.0,0,0,99.0,118,86,401.0,414,382,0.09,35
15247,48,0.0,0,0,94.6,110,84,405.4,416,390,0.09,35
15248,49,0.0,0,0,90.9,105,80,409.1,420,395,0.09,35
15249,50,0.0,0,0,87.6,101,77,412.4,423,399,0.09,35
15250,51,0.0,0,0,83.7,99,70,416.3,430,401,0.09,35
15251,52,0.0,0,0,80.0,97,67,420.0,433,403,0.09,35
15252,53,0.0,0,0,76.2,95,63,423.8,437,405,0.09,35
15253,54,0.0,0,0,73.8,92,60,426.2,440,408,0.09,35
15254,55,0.0,0,0,71.3,91,57,428.7,443,409,0.09,35
15255,56,0.0,0,0,69.1,90,54,430.9,446,410,0.09,35
15256,57,0.0,0,0,66.6,88,51,433.4,449,412,0.09,35
15257,58,0.0,0,0,64.2,83,49,435.8,451,417,0.09,35
15258,59,0.0,0,0,61.7,82,48,438.3,452,418,0.09,35
15259,60,0.0,0,0,59.0,76,47,441.0,453,424,0.09,35
15260,61,0.0,0,0,56.8,75,45,443.2,455,425,0.09,35
15261,62,0.0,0,0,54.8,71,45,445.2,455,429,0.09,35
15262,63,0.0,0,0,53.5,69,44,446.5,456,431,0.09,35
15263,64,0.0,0,0,51.6,65,42,448.4,458,435,0.09,35
15264,65,0.0,0,0,50.0,62,40,450.0,460,438,0.09,35
15265,66,0.0,0,0,48.1,60,39,451.9,461,440,0.09,35
15266,67,0.0,0,0,45.2,55,37,454.8,463,445,0.09,35
15267,68,0.0,0,0,43.2,53,32,456.8,468,447,0.09,35
15268,69,0.0,0,0,41.4,50,32,458.6,468,450,0.09,35
15269,70,0.0,0,0,40.6,49,30,459.4,470,451,0.09,35
15270,71,0.0,0,0,39.0,47,29,461.0,471,453,0.09,35
15271,72,0.0,0,0,37.0,47,29,463.0,471,453,0.09,35
15272,73,0.0,0,0,35.9,46,29,464.1,471,454,0.09,35
15273,74,0.0,0,0,34.7,44,26,465.3,474,456,0.09,35
15274,75,0.0,0,0,33.1,42,26,466.9,474,458,0.09,35
15275,76,0.0,0,0,31.6,40,24,468.4,476,460,0.09,35
15276,77,0.0,0,0,30.7,37,24,469.3,476,463,0.09,35
15277,78,0.0,0,0,29.6,36,23,470.4,477,464,0.09,35
15278,79,0.0,0,0,28.4,35,22,471.6,478,465,0.09,35
15279,80,0.0,0,0,26.8,34,20,473.2,480,466,0.09,35
15280,81,0.0,0,0,25.4,32,20,474.6,480,468,0.09,35
15281,82,0.0,0,0,24.4,31,18,475.6,482,469,0.09,35
15282,83,0.0,0,0,23.4,30,18,476.6,482,470,0.09,35
15283,84,0.0,0,0,22.5,28,18,477.5,482,472,0.09,35
15284,85,0.0,0,0,22.1,27,16,477.9,484,473,0.09,35
15285,86,0.0,0,0,21.5,26,15,478.5,485,474,0.09,35
15286,87,0.0,0,0,20.8,25,15,479.2,485,475,0.09,35
15287,88,0.0,0,0,19.8,24,14,480.2,486,476,0.09,35
15288,89,0.0,0,0,19.0,23,14,481.0,486,477,0.09,35
15289,90,0.0,0,0,18.2,21,14,481.8,486,479,0.09,35
15290,91,0.0,0,0,17.4,21,12,482.6,488,479,0.09,35
15291,92,0.0,0,0,16.8,20,12,483.2,488,480,0.09,35
15292,93,0.0,0,0,16.0,20,11,484.0,489,480,0.09,35
15293,94,0.0,0,0,15.3,19,11,484.7,489,481,0.09,35
15294,95,0.0,0,0,14.6,19,10,485.4,490,481,0.09,35
15295,96,0.0,0,0,14.2,19,10,485.8,490,481,0.09,35
15296,97,0.0,0,0,13.5,19,8,486.5,492,481,0.09,35
15297,98,0.0,0,0,12.9,19,7,487.1,493,481,0.09,35
15298,99,0.0,0,0,12.6,19,7,487.4,493,481,0.09,35
15299,100,0.0,0,0,12.5,19,7,487.5,493,481,0.09,35
15300,101,0.0,0,0,12.0,17,7,488.0,493,483,0.09,35
15301,102,0.0,0,0,11.3,15,7,488.7,493,485,0.09,35
15302,103,0.0,0,0,10.9,15,6,489.1,494,485,0.09,35
15303,104,0.0,0,0,10.6,15,6,489.4,494,485,0.09,35
15304,105,0.0,0,0,10.1,14,6,489.9,494,486,0.09,35
15305,106,0.0,0,0,9.9,14,5,490.1,495,486,0.09,35
15306,107,0.0,0,0,9.5,14,4,490.5,496,486,0.09,35
15307,108,0.0,0,0,9.1,14,4,490.9,496,486,0.09,35
15308,109,0.0,0,0,8.9,13,4,491.1,496,487,0.09,35
15309,110,0.0,0,0,8.7,13,3,491.3,497,487,0.09,35
15310,111,0.0,0,0,8.5,12,3,491.5,497,488,0.09,35
15311,112,0.0,0,0,8.5,12,3,491.5,497,488,0.09,35
15312,113,0.0,0,0,8.3,12,3,491.7,497,488,0.09,35
15313,114,0.0,0,0,7.6,12,2,492.4,498,488,0.09,35
15314,115,0.0,0,0,7.5,12,2,492.5,498,488,0.09,35
15315,116,0.0,0,0,7.4,12,2,492.6,498,488,0.09,35
15316,117,0.0,0,0,7.3,12,2,492.7,498,488,0.09,35
15317,118,0.0,0,0,7.1,12,2,492.9,498,488,0.09,35
15318,119,0.0,0,0,6.8,12,2,493.2,498,488,0.09,35
15319,120,0.0,0,0,6.7,12,2,493.3,498,488,0.09,35
15320,121,0.0,0,0,6.4,11,2,493.6,498,489,0.09,35
15321,122,0.0,0,0,6.0,10,2,494.0,498,490,0.09,35
15322,123,0.0,0,0,5.7,10,2,494.3,498,490,0.09,35
15323,124,0.0,0,0,5.7,10,2,494.3,498,490,0.09,35
15324,125,0.0,0,0,5.6,10,2,494.4,498,490,0.09,35
15325,126,0.0,0,0,5.5,9,2,494.5,498,491,0.09,35
15326,127,0.0,0,0,5.3,9,2,494.7,498,491,0.09,35
15327,128,0.0,0,0,5.1,9,2,494.9,498,491,0.09,35
15328,129,0.0,0,0,4.9,8,2,495.1,498,492,0.09,35
15329,130,0.0,0,0,4.6,7,1,495.4,499,493,0.09,35
15330,131,0.0,0,0,4.2,7,1,495.8,499,493,0.09,35
15331,132,0.0,0,0,4.1,7,1,495.9,499,493,0.09,35
15332,133,0.0,0,0,3.7,7,1,496.3,499,493,0.09,35
15333,134,0.0,0,0,3.6,7,1,496.4,499,493,0.09,35
15334,135,0.0,0,0,3.4,7,1,496.6,499,493,0.09,35
15335,136,0.0,0,0,3.1,7,1,496.9,499,493,0.09,35
15336,137,0.0,0,0,2.9,6,1,497.1,499,494,0.09,35
15337,138,0.0,0,0,2.8,6,1,497.2,499,494,0.09,35
15338,139,0.0,0,0,2.6,5,0,497.4,500,495,0.09,35
15339,140,0.0,0,0,2.5,5,0,497.5,500,495,0.09,35
15340,141,0.0,0,0,2.4,5,0,497.6,500,495,0.09,35
15341,142,0.0,0,0,2.3,5,0,497.7,500,495,0.09,35
15342,143,0.0,0,0,2.3,5,0,497.7,500,495,0.09,35
15343,144,0.0,0,0,2.1,5,0,497.9,500,495,0.09,35
15344,145,0.0,0,0,1.8,5,0,498.2,500,495,0.09,35
15345,146,0.0,0,0,1.7,5,0,498.3,500,495,0.09,35
15346,147,0.0,0,0,1.6,5,0,498.4,500,495,0.09,35
15347,148,0.0,0,0,1.6,5,0,498.4,500,495,0.09,35
15348,149,0.0,0,0,1.6,5,0,498.4,500,495,0.09,35
