,day,s,s,s,i,i,i,r,r,r,edgecount,edgecount,edgecount,suscedgecount,suscedgecount,suscedgecount,V,T
,,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,,
13133,134,0.0,0,0,2.9,7,0,497.1,500,493,1.0,1.0,1.0,,,,0.08,21
13134,135,0.0,0,0,2.9,7,0,497.1,500,493,1.0,1.0,1.0,,,,0.08,21
13135,136,0.0,0,0,2.7,7,0,497.3,500,493,1.0,1.0,1.0,,,,0.08,21
13136,137,0.0,0,0,2.6,7,0,497.4,500,493,1.0,1.0,1.0,,,,0.08,21
13137,138,0.0,0,0,2.4,7,0,497.6,500,493,1.0,1.0,1.0,,,,0.08,21
13138,139,0.0,0,0,2.3,6,0,497.7,500,494,1.0,1.0,1.0,,,,0.08,21
13139,140,0.0,0,0,2.3,6,0,497.7,500,494,1.0,1.0,1.0,,,,0.08,21
13140,141,0.0,0,0,2.3,6,0,497.7,500,494,1.0,1.0,1.0,,,,0.08,21
13141,142,0.0,0,0,2.2,6,0,497.8,500,494,1.0,1.0,1.0,,,,0.08,21
13142,143,0.0,0,0,1.9,5,0,498.1,500,495,1.0,1.0,1.0,,,,0.08,21
13143,144,0.0,0,0,1.9,5,0,498.1,500,495,1.0,1.0,1.0,,,,0.08,21
13144,145,0.0,0,0,1.8,5,0,498.2,500,495,1.0,1.0,1.0,,,,0.08,21
13145,146,0.0,0,0,1.6,4,0,498.4,500,496,1.0,1.0,1.0,,,,0.08,21
13146,147,0.0,0,0,1.5,4,0,498.5,500,496,1.0,1.0,1.0,,,,0.08,21
13147,148,0.0,0,0,1.5,4,0,498.5,500,496,1.0,1.0,1.0,,,,0.08,21
13148,149,0.0,0,0,1.4,4,0,498.6,500,496,1.0,1.0,1.0,,,,0.08,21
13149,150,0.0,0,0,1.4,4,0,498.6,500,496,1.0,1.0,1.0,,,,0.08,21
13150,151,0.0,0,0,1.3,3,0,498.7,500,497,1.0,1.0,1.0,,,,0.08,21
13151,152,0.0,0,0,1.3,3,0,498.7,500,497,1.0,1.0,1.0,,,,0.08,21
13152,153,0.0,0,0,1.3,3,0,498.7,500,497,1.0,1.0,1.0,,,,0.08,21
13153,154,0.0,0,0,1.2,3,0,498.8,500,497,1.0,1.0,1.0,,,,0.08,21
13154,155,0.0,0,0,1.2,3,0,498.8,500,497,1.0,1.0,1.0,,,,0.08,21
13155,156,0.0,0,0,1.2,3,0,498.8,500,497,1.0,1.0,1.0,,,,0.08,21
13156,157,0.0,0,0,1.1,3,0,498.9,500,497,1.0,1.0,1.0,,,,0.08,21
13157,158,0.0,0,0,1.1,3,0,498.9,500,497,1.0,1.0,1.0,,,,0.08,21
13158,159,0.0,0,0,1.1,3,0,498.9,500,497,1.0,1.0,1.0,,,,0.08,21
13159,160,0.0,0,0,1.0,3,0,499.0,500,497,1.0,1.0,1.0,,,,0.08,21
13160,161,0.0,0,0,0.8,2,0,499.2,500,498,1.0,1.0,1.0,,,,0.08,21
13161,162,0.0,0,0,0.8,2,0,499.2,500,498,1.0,1.0,1.0,,,,0.08,21
13162,163,0.0,0,0,0.7,2,0,499.3,500,498,1.0,1.0,1.0,,,,0.08,21
13163,164,0.0,0,0,0.6,2,0,499.4,500,498,1.0,1.0,1.0,,,,0.08,21
13164,165,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,21
13165,166,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,21
13166,167,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,21
13167,168,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,21
13168,169,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,21
13169,170,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.08,21
13170,171,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,0.08,21
13171,172,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,0.08,21
13172,173,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,0.08,21
13173,174,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,0.08,21
13174,175,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13175,176,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13176,177,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13177,178,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13178,179,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13179,180,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13180,181,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13181,182,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13182,183,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13183,184,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13184,185,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13185,186,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13186,187,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13187,188,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13188,189,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13189,190,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13190,191,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13191,192,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13192,193,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13193,194,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13194,195,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13195,196,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,21
13196,197,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,21
13197,198,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,21
13198,199,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,21
13199,200,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.08,21
13200,1,497.5,499,494,2.4,5,1,0.1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13201,2,494.0,498,485,5.8,14,2,0.2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13202,3,487.1,496,467,12.2,32,4,0.7,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13203,4,474.7,493,440,23.7,58,6,1.6,3,0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13204,5,448.7,488,382,47.4,109,11,3.9,9,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13205,6,403.0,475,294,89.5,187,24,7.5,19,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13206,7,337.3,449,186,148.5,283,49,14.2,31,2,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13207,8,254.1,403,102,222.9,352,92,23.0,48,5,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13208,9,168.4,319,45,295.7,393,167,35.9,63,14,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13209,10,91.3,206,13,359.0,411,265,49.7,78,25,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13210,11,47.4,117,3,385.8,411,337,66.8,92,44,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13211,12,19.1,51,1,397.0,413,376,83.9,114,61,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13212,13,7.7,25,0,391.1,407,371,101.2,129,79,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13213,14,3.1,14,0,381.2,398,355,115.7,145,97,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13214,15,1.7,9,0,366.8,387,342,131.5,158,112,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13215,16,0.6,3,0,354.8,379,328,144.6,172,121,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13216,17,0.4,2,0,340.8,370,310,158.8,190,130,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13217,18,0.3,2,0,327.3,361,297,172.4,203,139,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13218,19,0.1,1,0,314.3,344,289,185.6,211,156,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13219,20,0.1,1,0,300.5,333,269,199.4,231,167,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13220,21,0.1,1,0,288.5,312,253,211.4,247,188,1.0,1.0,1.0,1.0,1.0,1.0,0.08,28
13221,22,0.0,0,0,276.8,301,245,223.2,255,199,1.0,1.0,1.0,,,,0.08,28
13222,23,0.0,0,0,266.3,283,237,233.7,263,217,1.0,1.0,1.0,,,,0.08,28
13223,24,0.0,0,0,254.7,271,227,245.3,273,229,1.0,1.0,1.0,,,,0.08,28
13224,25,0.0,0,0,243.9,261,219,256.1,281,239,1.0,1.0,1.0,,,,0.08,28
13225,26,0.0,0,0,233.5,252,208,266.5,292,248,1.0,1.0,1.0,,,,0.08,28
13226,27,0.0,0,0,223.4,241,199,276.6,301,259,1.0,1.0,1.0,,,,0.08,28
13227,28,0.0,0,0,213.6,234,190,286.4,310,266,1.0,1.0,1.0,,,,0.08,28
13228,29,0.0,0,0,206.1,224,183,293.9,317,276,1.0,1.0,1.0,,,,0.08,28
13229,30,0.0,0,0,196.0,213,173,304.0,327,287,1.0,1.0,1.0,,,,0.08,28
13230,31,0.0,0,0,188.7,202,167,311.3,333,298,1.0,1.0,1.0,,,,0.08,28
13231,32,0.0,0,0,181.3,195,164,318.7,336,305,1.0,1.0,1.0,,,,0.08,28
13232,33,0.0,0,0,174.3,191,158,325.7,342,309,1.0,1.0,1.0,,,,0.08,28
13233,34,0.0,0,0,167.6,184,152,332.4,348,316,1.0,1.0,1.0,,,,0.08,28
13234,35,0.0,0,0,160.9,178,142,339.1,358,322,1.0,1.0,1.0,,,,0.08,28
13235,36,0.0,0,0,154.6,169,132,345.4,368,331,1.0,1.0,1.0,,,,0.08,28
13236,37,0.0,0,0,147.9,163,126,352.1,374,337,1.0,1.0,1.0,,,,0.08,28
13237,38,0.0,0,0,142.3,158,117,357.7,383,342,1.0,1.0,1.0,,,,0.08,28
13238,39,0.0,0,0,135.6,149,109,364.4,391,351,1.0,1.0,1.0,,,,0.08,28
13239,40,0.0,0,0,128.6,142,101,371.4,399,358,1.0,1.0,1.0,,,,0.08,28
13240,41,0.0,0,0,124.1,137,100,375.9,400,363,1.0,1.0,1.0,,,,0.08,28
13241,42,0.0,0,0,119.5,131,94,380.5,406,369,1.0,1.0,1.0,,,,0.08,28
13242,43,0.0,0,0,114.8,129,88,385.2,412,371,1.0,1.0,1.0,,,,0.08,28
13243,44,0.0,0,0,108.3,125,81,391.7,419,375,1.0,1.0,1.0,,,,0.08,28
13244,45,0.0,0,0,103.1,121,75,396.9,425,379,1.0,1.0,1.0,,,,0.08,28
13245,46,0.0,0,0,99.2,115,73,400.8,427,385,1.0,1.0,1.0,,,,0.08,28
13246,47,0.0,0,0,95.2,112,69,404.8,431,388,1.0,1.0,1.0,,,,0.08,28
13247,48,0.0,0,0,91.8,108,67,408.2,433,392,1.0,1.0,1.0,,,,0.08,28
13248,49,0.0,0,0,89.1,106,64,410.9,436,394,1.0,1.0,1.0,,,,0.08,28
13249,50,0.0,0,0,84.9,101,58,415.1,442,399,1.0,1.0,1.0,,,,0.08,28
13250,51,0.0,0,0,81.1,97,55,418.9,445,403,1.0,1.0,1.0,,,,0.08,28
13251,52,0.0,0,0,76.9,93,52,423.1,448,407,1.0,1.0,1.0,,,,0.08,28
13252,53,0.0,0,0,73.5,89,47,426.5,453,411,1.0,1.0,1.0,,,,0.08,28
13253,54,0.0,0,0,70.4,84,44,429.6,456,416,1.0,1.0,1.0,,,,0.08,28
13254,55,0.0,0,0,67.8,80,44,432.2,456,420,1.0,1.0,1.0,,,,0.08,28
13255,56,0.0,0,0,64.7,75,40,435.3,460,425,1.0,1.0,1.0,,,,0.08,28
13256,57,0.0,0,0,62.9,73,39,437.1,461,427,1.0,1.0,1.0,,,,0.08,28
13257,58,0.0,0,0,60.5,70,36,439.5,464,430,1.0,1.0,1.0,,,,0.08,28
13258,59,0.0,0,0,57.4,67,32,442.6,468,433,1.0,1.0,1.0,,,,0.08,28
13259,60,0.0,0,0,54.7,65,32,445.3,468,435,1.0,1.0,1.0,,,,0.08,28
13260,61,0.0,0,0,53.1,63,30,446.9,470,437,1.0,1.0,1.0,,,,0.08,28
13261,62,0.0,0,0,50.9,62,28,449.1,472,438,1.0,1.0,1.0,,,,0.08,28
13262,63,0.0,0,0,48.3,58,27,451.7,473,442,1.0,1.0,1.0,,,,0.08,28
13263,64,0.0,0,0,46.4,54,27,453.6,473,446,1.0,1.0,1.0,,,,0.08,28
13264,65,0.0,0,0,44.5,50,27,455.5,473,450,1.0,1.0,1.0,,,,0.08,28
13265,66,0.0,0,0,42.8,47,26,457.2,474,453,1.0,1.0,1.0,,,,0.08,28
13266,67,0.0,0,0,41.0,46,26,459.0,474,454,1.0,1.0,1.0,,,,0.08,28
13267,68,0.0,0,0,38.8,44,25,461.2,475,456,1.0,1.0,1.0,,,,0.08,28
13268,69,0.0,0,0,36.7,43,24,463.3,476,457,1.0,1.0,1.0,,,,0.08,28
13269,70,0.0,0,0,36.0,42,24,464.0,476,458,1.0,1.0,1.0,,,,0.08,28
13270,71,0.0,0,0,34.4,41,24,465.6,476,459,1.0,1.0,1.0,,,,0.08,28
13271,72,0.0,0,0,33.8,41,23,466.2,477,459,1.0,1.0,1.0,,,,0.08,28
13272,73,0.0,0,0,32.7,39,22,467.3,478,461,1.0,1.0,1.0,,,,0.08,28
13273,74,0.0,0,0,31.4,38,21,468.6,479,462,1.0,1.0,1.0,,,,0.08,28
13274,75,0.0,0,0,30.2,37,20,469.8,480,463,1.0,1.0,1.0,,,,0.08,28
13275,76,0.0,0,0,28.6,34,20,471.4,480,466,1.0,1.0,1.0,,,,0.08,28
13276,77,0.0,0,0,26.9,34,19,473.1,481,466,1.0,1.0,1.0,,,,0.08,28
13277,78,0.0,0,0,26.0,33,18,474.0,482,467,1.0,1.0,1.0,,,,0.08,28
13278,79,0.0,0,0,24.6,31,17,475.4,483,469,1.0,1.0,1.0,,,,0.08,28
13279,80,0.0,0,0,23.9,30,14,476.1,486,470,1.0,1.0,1.0,,,,0.08,28
13280,81,0.0,0,0,23.1,30,14,476.9,486,470,1.0,1.0,1.0,,,,0.08,28
13281,82,0.0,0,0,21.7,29,12,478.3,488,471,1.0,1.0,1.0,,,,0.08,28
13282,83,0.0,0,0,20.7,29,11,479.3,489,471,1.0,1.0,1.0,,,,0.08,28
13283,84,0.0,0,0,19.8,28,11,480.2,489,472,1.0,1.0,1.0,,,,0.08,28
13284,85,0.0,0,0,19.4,28,11,480.6,489,472,1.0,1.0,1.0,,,,0.08,28
13285,86,0.0,0,0,18.7,28,11,481.3,489,472,1.0,1.0,1.0,,,,0.08,28
13286,87,0.0,0,0,18.1,28,11,481.9,489,472,1.0,1.0,1.0,,,,0.08,28
13287,88,0.0,0,0,17.2,25,11,482.8,489,475,1.0,1.0,1.0,,,,0.08,28
13288,89,0.0,0,0,16.3,24,9,483.7,491,476,1.0,1.0,1.0,,,,0.08,28
13289,90,0.0,0,0,15.8,24,9,484.2,491,476,1.0,1.0,1.0,,,,0.08,28
13290,91,0.0,0,0,15.0,23,8,485.0,492,477,1.0,1.0,1.0,,,,0.08,28
13291,92,0.0,0,0,14.4,23,8,485.6,492,477,1.0,1.0,1.0,,,,0.08,28
13292,93,0.0,0,0,14.0,22,8,486.0,492,478,1.0,1.0,1.0,,,,0.08,28
13293,94,0.0,0,0,13.4,20,8,486.6,492,480,1.0,1.0,1.0,,,,0.08,28
13294,95,0.0,0,0,12.6,19,7,487.4,493,481,1.0,1.0,1.0,,,,0.08,28
13295,96,0.0,0,0,12.3,18,7,487.7,493,482,1.0,1.0,1.0,,,,0.08,28
13296,97,0.0,0,0,11.7,17,7,488.3,493,483,1.0,1.0,1.0,,,,0.08,28
13297,98,0.0,0,0,10.7,16,6,489.3,494,484,1.0,1.0,1.0,,,,0.08,28
13298,99,0.0,0,0,9.9,15,5,490.1,495,485,1.0,1.0,1.0,,,,0.08,28
13299,100,0.0,0,0,9.2,13,4,490.8,496,487,1.0,1.0,1.0,,,,0.08,28
13300,101,0.0,0,0,8.6,13,4,491.4,496,487,1.0,1.0,1.0,,,,0.08,28
13301,102,0.0,0,0,8.4,12,4,491.6,496,488,1.0,1.0,1.0,,,,0.08,28
13302,103,0.0,0,0,7.9,11,4,492.1,496,489,1.0,1.0,1.0,,,,0.08,28
13303,104,0.0,0,0,7.7,10,4,492.3,496,490,1.0,1.0,1.0,,,,0.08,28
13304,105,0.0,0,0,7.6,10,4,492.4,496,490,1.0,1.0,1.0,,,,0.08,28
13305,106,0.0,0,0,7.5,10,4,492.5,496,490,1.0,1.0,1.0,,,,0.08,28
13306,107,0.0,0,0,7.1,10,4,492.9,496,490,1.0,1.0,1.0,,,,0.08,28
13307,108,0.0,0,0,6.9,10,4,493.1,496,490,1.0,1.0,1.0,,,,0.08,28
13308,109,0.0,0,0,6.8,10,4,493.2,496,490,1.0,1.0,1.0,,,,0.08,28
13309,110,0.0,0,0,6.5,9,3,493.5,497,491,1.0,1.0,1.0,,,,0.08,28
13310,111,0.0,0,0,6.3,9,3,493.7,497,491,1.0,1.0,1.0,,,,0.08,28
13311,112,0.0,0,0,6.0,9,3,494.0,497,491,1.0,1.0,1.0,,,,0.08,28
13312,113,0.0,0,0,5.5,7,3,494.5,497,493,1.0,1.0,1.0,,,,0.08,28
13313,114,0.0,0,0,5.4,7,3,494.6,497,493,1.0,1.0,1.0,,,,0.08,28
13314,115,0.0,0,0,5.1,7,3,494.9,497,493,1.0,1.0,1.0,,,,0.08,28
13315,116,0.0,0,0,4.9,6,3,495.1,497,494,1.0,1.0,1.0,,,,0.08,28
13316,117,0.0,0,0,4.9,6,3,495.1,497,494,1.0,1.0,1.0,,,,0.08,28
13317,118,0.0,0,0,4.8,6,3,495.2,497,494,1.0,1.0,1.0,,,,0.08,28
13318,119,0.0,0,0,4.4,6,3,495.6,497,494,1.0,1.0,1.0,,,,0.08,28
13319,120,0.0,0,0,4.1,5,2,495.9,498,495,1.0,1.0,1.0,,,,0.08,28
13320,121,0.0,0,0,3.8,5,2,496.2,498,495,1.0,1.0,1.0,,,,0.08,28
13321,122,0.0,0,0,3.7,5,2,496.3,498,495,1.0,1.0,1.0,,,,0.08,28
13322,123,0.0,0,0,3.5,5,2,496.5,498,495,1.0,1.0,1.0,,,,0.08,28
13323,124,0.0,0,0,3.0,5,2,497.0,498,495,1.0,1.0,1.0,,,,0.08,28
13324,125,0.0,0,0,2.9,5,2,497.1,498,495,1.0,1.0,1.0,,,,0.08,28
13325,126,0.0,0,0,2.9,5,2,497.1,498,495,1.0,1.0,1.0,,,,0.08,28
13326,127,0.0,0,0,2.8,5,1,497.2,499,495,1.0,1.0,1.0,,,,0.08,28
13327,128,0.0,0,0,2.8,5,1,497.2,499,495,1.0,1.0,1.0,,,,0.08,28
13328,129,0.0,0,0,2.6,5,0,497.4,500,495,1.0,1.0,1.0,,,,0.08,28
13329,130,0.0,0,0,2.5,5,0,497.5,500,495,1.0,1.0,1.0,,,,0.08,28
13330,131,0.0,0,0,2.4,5,0,497.6,500,495,1.0,1.0,1.0,,,,0.08,28
13331,132,0.0,0,0,2.2,5,0,497.8,500,495,1.0,1.0,1.0,,,,0.08,28
13332,133,0.0,0,0,2.2,5,0,497.8,500,495,1.0,1.0,1.0,,,,0.08,28
13333,134,0.0,0,0,2.2,5,0,497.8,500,495,1.0,1.0,1.0,,,,0.08,28
13334,135,0.0,0,0,1.8,5,0,498.2,500,495,1.0,1.0,1.0,,,,0.08,28
13335,136,0.0,0,0,1.7,5,0,498.3,500,495,1.0,1.0,1.0,,,,0.08,28
13336,137,0.0,0,0,1.7,5,0,498.3,500,495,1.0,1.0,1.0,,,,0.08,28
13337,138,0.0,0,0,1.6,4,0,498.4,500,496,1.0,1.0,1.0,,,,0.08,28
13338,139,0.0,0,0,1.6,4,0,498.4,500,496,1.0,1.0,1.0,,,,0.08,28
13339,140,0.0,0,0,1.5,4,0,498.5,500,496,1.0,1.0,1.0,,,,0.08,28
13340,141,0.0,0,0,1.5,4,0,498.5,500,496,1.0,1.0,1.0,,,,0.08,28
13341,142,0.0,0,0,1.5,4,0,498.5,500,496,1.0,1.0,1.0,,,,0.08,28
13342,143,0.0,0,0,1.5,4,0,498.5,500,496,1.0,1.0,1.0,,,,0.08,28
13343,144,0.0,0,0,1.5,4,0,498.5,500,496,1.0,1.0,1.0,,,,0.08,28
13344,145,0.0,0,0,1.5,4,0,498.5,500,496,1.0,1.0,1.0,,,,0.08,28
13345,146,0.0,0,0,1.3,4,0,498.7,500,496,1.0,1.0,1.0,,,,0.08,28
13346,147,0.0,0,0,1.2,3,0,498.8,500,497,1.0,1.0,1.0,,,,0.08,28
13347,148,0.0,0,0,1.2,3,0,498.8,500,497,1.0,1.0,1.0,,,,0.08,28
13348,149,0.0,0,0,1.1,3,0,498.9,500,497,1.0,1.0,1.0,,,,0.08,28
13349,150,0.0,0,0,1.1,3,0,498.9,500,497,1.0,1.0,1.0,,,,0.08,28
13350,151,0.0,0,0,1.1,3,0,498.9,500,497,1.0,1.0,1.0,,,,0.08,28
13351,152,0.0,0,0,1.1,3,0,498.9,500,497,1.0,1.0,1.0,,,,0.08,28
13352,153,0.0,0,0,1.1,3,0,498.9,500,497,1.0,1.0,1.0,,,,0.08,28
13353,154,0.0,0,0,1.1,3,0,498.9,500,497,1.0,1.0,1.0,,,,0.08,28
13354,155,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.08,28
13355,156,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.08,28
13356,157,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.08,28
13357,158,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.08,28
13358,159,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.08,28
13359,160,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.08,28
13360,161,0.0,0,0,0.8,2,0,499.2,500,498,1.0,1.0,1.0,,,,0.08,28
13361,162,0.0,0,0,0.8,2,0,499.2,500,498,1.0,1.0,1.0,,,,0.08,28
13362,163,0.0,0,0,0.8,2,0,499.2,500,498,1.0,1.0,1.0,,,,0.08,28
13363,164,0.0,0,0,0.8,2,0,499.2,500,498,1.0,1.0,1.0,,,,0.08,28
13364,165,0.0,0,0,0.8,2,0,499.2,500,498,1.0,1.0,1.0,,,,0.08,28
13365,166,0.0,0,0,0.7,2,0,499.3,500,498,1.0,1.0,1.0,,,,0.08,28
13366,167,0.0,0,0,0.7,2,0,499.3,500,498,1.0,1.0,1.0,,,,0.08,28
13367,168,0.0,0,0,0.7,2,0,499.3,500,498,1.0,1.0,1.0,,,,0.08,28
13368,169,0.0,0,0,0.7,2,0,499.3,500,498,1.0,1.0,1.0,,,,0.08,28
13369,170,0.0,0,0,0.7,2,0,499.3,500,498,1.0,1.0,1.0,,,,0.08,28
13370,171,0.0,0,0,0.6,2,0,499.4,500,498,1.0,1.0,1.0,,,,0.08,28
13371,172,0.0,0,0,0.6,2,0,499.4,500,498,1.0,1.0,1.0,,,,0.08,28
13372,173,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,28
13373,174,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,28
13374,175,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,28
13375,176,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,28
13376,177,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,28
13377,178,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,28
13378,179,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,28
13379,180,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,28
13380,181,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,28
13381,182,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,28
13382,183,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,28
13383,184,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,28
13384,185,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,28
13385,186,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.08,28
13386,187,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.08,28
13387,188,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.08,28
13388,189,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.08,28
13389,190,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.08,28
13390,191,0.0,0,0,0.3,1,0,499.7,500,499,1.0,1.0,1.0,,,,0.08,28
13391,192,0.0,0,0,0.3,1,0,499.7,500,499,1.0,1.0,1.0,,,,0.08,28
13392,193,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,28
13393,194,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,28
13394,195,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,28
13395,196,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,28
13396,197,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,28
13397,198,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,28
13398,199,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,28
13399,200,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.08,28
13400,1,496.8,499,495,3.2,5,1,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
13401,2,492.4,498,486,7.5,14,2,0.1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
13402,3,482.2,495,470,16.9,30,5,0.9,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
13403,4,463.5,488,435,33.9,64,12,2.6,6,0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
13404,5,429.5,478,373,65.6,123,22,4.9,9,0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
13405,6,368.5,453,278,121.5,209,46,10.0,17,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,35
